#################################################################################################################################
Number of Errors = 0
Transmitted Vector               Received Vector                Decoded Vector              Number of Errors
0 0 0 0 0 0 0 			 0 0 0 0 0 0 0 			0 0 0 0 0 0 0 			   0
0 1 1 1 0 0 1 			 0 1 1 1 0 0 1 			0 1 1 1 0 0 1 			   0
1 1 1 0 0 1 0 			 1 1 1 0 0 1 0 			1 1 1 0 0 1 0 			   0
1 0 0 1 0 1 1 			 1 0 0 1 0 1 1 			1 0 0 1 0 1 1 			   0
1 0 1 1 1 0 0 			 1 0 1 1 1 0 0 			1 0 1 1 1 0 0 			   0
1 1 0 0 1 0 1 			 1 1 0 0 1 0 1 			1 1 0 0 1 0 1 			   0
0 1 0 1 1 1 0 			 0 1 0 1 1 1 0 			0 1 0 1 1 1 0 			   0
0 0 1 0 1 1 1 			 0 0 1 0 1 1 1 			0 0 1 0 1 1 1 			   0
Summary
Maximum Number of Errors = 0
Minimum Number of Errors = 0
Average Number of Errors = 0.000000
#################################################################################################################################


#################################################################################################################################
Number of Errors = 1
Transmitted Vector               Received Vector                Decoded Vector              Number of Errors
0 0 0 0 0 0 0 			 1 0 0 0 0 0 0 			0 0 0 0 0 0 0 			   0
0 0 0 0 0 0 0 			 0 1 0 0 0 0 0 			0 0 0 0 0 0 0 			   0
0 0 0 0 0 0 0 			 0 0 1 0 0 0 0 			0 0 0 0 0 0 0 			   0
0 0 0 0 0 0 0 			 0 0 0 1 0 0 0 			0 0 0 0 0 0 0 			   0
0 0 0 0 0 0 0 			 0 0 0 0 1 0 0 			0 0 0 0 0 0 0 			   0
0 0 0 0 0 0 0 			 0 0 0 0 0 1 0 			0 0 0 0 0 0 0 			   0
0 0 0 0 0 0 0 			 0 0 0 0 0 0 1 			0 0 0 0 0 0 0 			   0
0 1 1 1 0 0 1 			 1 1 1 1 0 0 1 			0 1 1 1 0 0 1 			   0
0 1 1 1 0 0 1 			 0 0 1 1 0 0 1 			0 1 1 1 0 0 1 			   0
0 1 1 1 0 0 1 			 0 1 0 1 0 0 1 			0 1 1 1 0 0 1 			   0
0 1 1 1 0 0 1 			 0 1 1 0 0 0 1 			0 1 1 1 0 0 1 			   0
0 1 1 1 0 0 1 			 0 1 1 1 1 0 1 			0 1 1 1 0 0 1 			   0
0 1 1 1 0 0 1 			 0 1 1 1 0 1 1 			0 1 1 1 0 0 1 			   0
0 1 1 1 0 0 1 			 0 1 1 1 0 0 0 			0 1 1 1 0 0 1 			   0
1 1 1 0 0 1 0 			 0 1 1 0 0 1 0 			1 1 1 0 0 1 0 			   0
1 1 1 0 0 1 0 			 1 0 1 0 0 1 0 			1 1 1 0 0 1 0 			   0
1 1 1 0 0 1 0 			 1 1 0 0 0 1 0 			1 1 1 0 0 1 0 			   0
1 1 1 0 0 1 0 			 1 1 1 1 0 1 0 			1 1 1 0 0 1 0 			   0
1 1 1 0 0 1 0 			 1 1 1 0 1 1 0 			1 1 1 0 0 1 0 			   0
1 1 1 0 0 1 0 			 1 1 1 0 0 0 0 			1 1 1 0 0 1 0 			   0
1 1 1 0 0 1 0 			 1 1 1 0 0 1 1 			1 1 1 0 0 1 0 			   0
1 0 0 1 0 1 1 			 0 0 0 1 0 1 1 			1 0 0 1 0 1 1 			   0
1 0 0 1 0 1 1 			 1 1 0 1 0 1 1 			1 0 0 1 0 1 1 			   0
1 0 0 1 0 1 1 			 1 0 1 1 0 1 1 			1 0 0 1 0 1 1 			   0
1 0 0 1 0 1 1 			 1 0 0 0 0 1 1 			1 0 0 1 0 1 1 			   0
1 0 0 1 0 1 1 			 1 0 0 1 1 1 1 			1 0 0 1 0 1 1 			   0
1 0 0 1 0 1 1 			 1 0 0 1 0 0 1 			1 0 0 1 0 1 1 			   0
1 0 0 1 0 1 1 			 1 0 0 1 0 1 0 			1 0 0 1 0 1 1 			   0
1 0 1 1 1 0 0 			 0 0 1 1 1 0 0 			1 0 1 1 1 0 0 			   0
1 0 1 1 1 0 0 			 1 1 1 1 1 0 0 			1 0 1 1 1 0 0 			   0
1 0 1 1 1 0 0 			 1 0 0 1 1 0 0 			1 0 1 1 1 0 0 			   0
1 0 1 1 1 0 0 			 1 0 1 0 1 0 0 			1 0 1 1 1 0 0 			   0
1 0 1 1 1 0 0 			 1 0 1 1 0 0 0 			1 0 1 1 1 0 0 			   0
1 0 1 1 1 0 0 			 1 0 1 1 1 1 0 			1 0 1 1 1 0 0 			   0
1 0 1 1 1 0 0 			 1 0 1 1 1 0 1 			1 0 1 1 1 0 0 			   0
1 1 0 0 1 0 1 			 0 1 0 0 1 0 1 			1 1 0 0 1 0 1 			   0
1 1 0 0 1 0 1 			 1 0 0 0 1 0 1 			1 1 0 0 1 0 1 			   0
1 1 0 0 1 0 1 			 1 1 1 0 1 0 1 			1 1 0 0 1 0 1 			   0
1 1 0 0 1 0 1 			 1 1 0 1 1 0 1 			1 1 0 0 1 0 1 			   0
1 1 0 0 1 0 1 			 1 1 0 0 0 0 1 			1 1 0 0 1 0 1 			   0
1 1 0 0 1 0 1 			 1 1 0 0 1 1 1 			1 1 0 0 1 0 1 			   0
1 1 0 0 1 0 1 			 1 1 0 0 1 0 0 			1 1 0 0 1 0 1 			   0
0 1 0 1 1 1 0 			 1 1 0 1 1 1 0 			0 1 0 1 1 1 0 			   0
0 1 0 1 1 1 0 			 0 0 0 1 1 1 0 			0 1 0 1 1 1 0 			   0
0 1 0 1 1 1 0 			 0 1 1 1 1 1 0 			0 1 0 1 1 1 0 			   0
0 1 0 1 1 1 0 			 0 1 0 0 1 1 0 			0 1 0 1 1 1 0 			   0
0 1 0 1 1 1 0 			 0 1 0 1 0 1 0 			0 1 0 1 1 1 0 			   0
0 1 0 1 1 1 0 			 0 1 0 1 1 0 0 			0 1 0 1 1 1 0 			   0
0 1 0 1 1 1 0 			 0 1 0 1 1 1 1 			0 1 0 1 1 1 0 			   0
0 0 1 0 1 1 1 			 1 0 1 0 1 1 1 			0 0 1 0 1 1 1 			   0
0 0 1 0 1 1 1 			 0 1 1 0 1 1 1 			0 0 1 0 1 1 1 			   0
0 0 1 0 1 1 1 			 0 0 0 0 1 1 1 			0 0 1 0 1 1 1 			   0
0 0 1 0 1 1 1 			 0 0 1 1 1 1 1 			0 0 1 0 1 1 1 			   0
0 0 1 0 1 1 1 			 0 0 1 0 0 1 1 			0 0 1 0 1 1 1 			   0
0 0 1 0 1 1 1 			 0 0 1 0 1 0 1 			0 0 1 0 1 1 1 			   0
0 0 1 0 1 1 1 			 0 0 1 0 1 1 0 			0 0 1 0 1 1 1 			   0
Summary
Maximum Number of Errors = 0
Minimum Number of Errors = 0
Average Number of Errors = 0.000000
#################################################################################################################################


#################################################################################################################################
Number of Errors = 2
Transmitted Vector               Received Vector                Decoded Vector              Number of Errors
0 0 0 0 0 0 0 			 1 1 0 0 0 0 0 			1 1 0 0 1 0 1 			   4
0 0 0 0 0 0 0 			 1 0 1 0 0 0 0 			1 1 1 0 0 1 0 			   4
0 0 0 0 0 0 0 			 0 1 1 0 0 0 0 			0 1 1 1 0 0 1 			   4
0 0 0 0 0 0 0 			 1 0 0 1 0 0 0 			1 0 0 1 0 1 1 			   4
0 0 0 0 0 0 0 			 0 1 0 1 0 0 0 			0 1 1 1 0 0 1 			   4
0 0 0 0 0 0 0 			 0 0 1 1 0 0 0 			0 1 1 1 0 0 1 			   4
0 0 0 0 0 0 0 			 1 0 0 0 1 0 0 			1 1 0 0 1 0 1 			   4
0 0 0 0 0 0 0 			 0 1 0 0 1 0 0 			1 1 0 0 1 0 1 			   4
0 0 0 0 0 0 0 			 0 0 1 0 1 0 0 			0 0 1 0 1 1 1 			   4
0 0 0 0 0 0 0 			 0 0 0 1 1 0 0 			0 1 0 1 1 1 0 			   4
0 0 0 0 0 0 0 			 1 0 0 0 0 1 0 			1 0 0 1 0 1 1 			   4
0 0 0 0 0 0 0 			 0 1 0 0 0 1 0 			0 0 0 0 0 0 0 			   0
0 0 0 0 0 0 0 			 0 0 1 0 0 1 0 			0 0 1 0 1 1 1 			   4
0 0 0 0 0 0 0 			 0 0 0 1 0 1 0 			1 0 0 1 0 1 1 			   4
0 0 0 0 0 0 0 			 0 0 0 0 1 1 0 			0 0 1 0 1 1 1 			   4
0 0 0 0 0 0 0 			 1 0 0 0 0 0 1 			0 0 0 0 0 0 0 			   0
0 0 0 0 0 0 0 			 0 1 0 0 0 0 1 			0 0 0 0 0 0 0 			   0
0 0 0 0 0 0 0 			 0 0 1 0 0 0 1 			0 0 0 0 0 0 0 			   0
0 0 0 0 0 0 0 			 0 0 0 1 0 0 1 			0 0 0 0 0 0 0 			   0
0 0 0 0 0 0 0 			 0 0 0 0 1 0 1 			0 0 0 0 0 0 0 			   0
0 0 0 0 0 0 0 			 0 0 0 0 0 1 1 			0 0 0 0 0 0 0 			   0
0 1 1 1 0 0 1 			 1 0 1 1 0 0 1 			1 0 1 1 1 0 0 			   4
0 1 1 1 0 0 1 			 1 1 0 1 0 0 1 			1 0 0 1 0 1 1 			   4
0 1 1 1 0 0 1 			 0 0 0 1 0 0 1 			0 0 0 0 0 0 0 			   4
0 1 1 1 0 0 1 			 1 1 1 0 0 0 1 			1 1 1 0 0 1 0 			   4
0 1 1 1 0 0 1 			 0 0 1 0 0 0 1 			0 0 0 0 0 0 0 			   4
0 1 1 1 0 0 1 			 0 1 0 0 0 0 1 			0 0 0 0 0 0 0 			   4
0 1 1 1 0 0 1 			 1 1 1 1 1 0 1 			1 0 1 1 1 0 0 			   4
0 1 1 1 0 0 1 			 0 0 1 1 1 0 1 			1 0 1 1 1 0 0 			   4
0 1 1 1 0 0 1 			 0 1 0 1 1 0 1 			0 1 0 1 1 1 0 			   4
0 1 1 1 0 0 1 			 0 1 1 0 1 0 1 			0 0 1 0 1 1 1 			   4
0 1 1 1 0 0 1 			 1 1 1 1 0 1 1 			1 1 1 0 0 1 0 			   4
0 1 1 1 0 0 1 			 0 0 1 1 0 1 1 			0 1 1 1 0 0 1 			   0
0 1 1 1 0 0 1 			 0 1 0 1 0 1 1 			0 1 0 1 1 1 0 			   4
0 1 1 1 0 0 1 			 0 1 1 0 0 1 1 			1 1 1 0 0 1 0 			   4
0 1 1 1 0 0 1 			 0 1 1 1 1 1 1 			0 1 0 1 1 1 0 			   4
0 1 1 1 0 0 1 			 1 1 1 1 0 0 0 			0 1 1 1 0 0 1 			   0
0 1 1 1 0 0 1 			 0 0 1 1 0 0 0 			0 1 1 1 0 0 1 			   0
0 1 1 1 0 0 1 			 0 1 0 1 0 0 0 			0 1 1 1 0 0 1 			   0
0 1 1 1 0 0 1 			 0 1 1 0 0 0 0 			0 1 1 1 0 0 1 			   0
0 1 1 1 0 0 1 			 0 1 1 1 1 0 0 			0 1 1 1 0 0 1 			   0
0 1 1 1 0 0 1 			 0 1 1 1 0 1 0 			0 1 1 1 0 0 1 			   0
1 1 1 0 0 1 0 			 0 0 1 0 0 1 0 			0 0 1 0 1 1 1 			   4
1 1 1 0 0 1 0 			 0 1 0 0 0 1 0 			0 0 0 0 0 0 0 			   4
1 1 1 0 0 1 0 			 1 0 0 0 0 1 0 			1 0 0 1 0 1 1 			   4
1 1 1 0 0 1 0 			 0 1 1 1 0 1 0 			0 1 1 1 0 0 1 			   4
1 1 1 0 0 1 0 			 1 0 1 1 0 1 0 			1 0 0 1 0 1 1 			   4
1 1 1 0 0 1 0 			 1 1 0 1 0 1 0 			1 0 0 1 0 1 1 			   4
1 1 1 0 0 1 0 			 0 1 1 0 1 1 0 			0 0 1 0 1 1 1 			   4
1 1 1 0 0 1 0 			 1 0 1 0 1 1 0 			0 0 1 0 1 1 1 			   4
1 1 1 0 0 1 0 			 1 1 0 0 1 1 0 			1 1 0 0 1 0 1 			   4
